,Time,News Reporter,News Headline,URL
44,Dec-29-22 09:30AM, TheStreet.com,My Unusual (For Me) 2023 Stock Pick Has Quietly Become a Dividend Champion,https://finance.yahoo.com/m/a4dbe371-56bc-33e9-ab26-711653d3abdd/my-unusual-%28for-me%29-2023.html
45,Dec-29-22 08:32AM, Reuters,"Italy PM to meet with Intel to ""facilitate"" chip factory investment",https://finance.yahoo.com/news/italy-pm-meet-intel-facilitate-133250615.html
46,Dec-29-22 08:00AM, Motley Fool,Better Dividend Stock for 2023? Intel Stock vs. Pepsi Stock,https://finance.yahoo.com/m/322e8cf1-f72c-3f42-9848-463773c1cffb/better-dividend-stock-for.html
47,Dec-28-22 10:31PM, Insider Monkey,11 Cheap Value Stocks to Buy According to Seth Klarman,https://finance.yahoo.com/news/11-cheap-value-stocks-buy-033119865.html
48,Dec-28-22 07:34PM, Morningstar Research,Analyst Report: Intel Corporation,https://finance.yahoo.com/m/fcdd38e2-6500-34b2-adc9-5b50842365a9/analyst-report%3A-intel.html
49,Dec-28-22 01:48PM, Investor's Business Daily,Intel Stock Today: Can This Short Straddle In Options Trading Make A $197 Profit?,https://finance.yahoo.com/m/0c7671ff-6a17-30bc-a417-356cc0b4689b/intel-stock-today%3A-can-this.html
50,Dec-28-22 01:07PM, Insider Monkey,12 Most Advanced Countries in Computer Technology,https://finance.yahoo.com/news/12-most-advanced-countries-computer-180723704.html
51,Dec-28-22 10:25AM, Insider Monkey,11 Best Autonomous Vehicle Stocks To Invest In,https://finance.yahoo.com/news/11-best-autonomous-vehicle-stocks-152548489.html
52,Dec-28-22 09:30AM, Insider Monkey,"The Future of Artificial Intelligence: 10 Companies, 10 Predictions",https://finance.yahoo.com/news/future-artificial-intelligence-10-companies-143034800.html
53,Dec-28-22 08:20AM, Motley Fool,Intel's Memory Chip Exit Looks Like a Genius Move,https://finance.yahoo.com/m/3eee202e-2a93-3c19-ae0f-e86f6282950b/intel%27s-memory-chip-exit.html
54,Dec-28-22 07:47AM, Zacks,Intel's (INTC) New GPUs Pose Threat to AMD's Market Share,https://finance.yahoo.com/news/intels-intc-gpus-pose-threat-124712297.html
55,Dec-28-22 06:00AM, Motley Fool,Is Intel Stock's 6% Dividend Yield Safe?,https://finance.yahoo.com/m/aee88cc0-ff6e-38bc-9b61-528d81af4b9f/is-intel-stock%27s-6%25-dividend.html
56,Dec-27-22 05:45PM, Zacks,Intel (INTC) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/intel-intc-dips-more-broader-224510085.html
57,Dec-27-22 05:01PM, Yahoo Finance Video,Chip glut has prices coming down while chipmakers are hurting: Analyst,https://finance.yahoo.com/video/chip-glut-prices-coming-down-220154504.html
58,Dec-27-22 09:53AM, Motley Fool,Is Taiwan Semiconductor Manufacturing Stock a Buy?,https://finance.yahoo.com/m/4a75d64c-da53-33eb-97f1-7364b152fedd/is-taiwan-semiconductor.html
59,Dec-27-22 09:40AM, Motley Fool,2 Top Stocks to Buy Before 2023,https://finance.yahoo.com/m/fabe823d-1b0a-3fb7-b00b-eaaa64e0fa9e/2-top-stocks-to-buy-before.html
60,Dec-27-22 08:00AM, Simply Wall St.,"With 62% institutional ownership, Intel Corporation (NASDAQ:INTC) is a favorite amongst the big guns",https://finance.yahoo.com/news/62-institutional-ownership-intel-corporation-130053154.html
61,Dec-27-22 07:07AM, Motley Fool,What the Latest Updates Mean for Intel Stock Investors,https://finance.yahoo.com/m/538def4c-ed2c-3224-8adf-95c5140655eb/what-the-latest-updates-mean.html
62,Dec-27-22 05:35AM, Motley Fool,AMD Is Losing Ground to Intel in This Key Chip Market,https://finance.yahoo.com/m/c83743e3-d538-3168-9cc5-739d0d39d305/amd-is-losing-ground-to-intel.html
63,Dec-26-22 07:50AM, Motley Fool,5 Sleep-at-Night Microchip Stocks With Growing Passive Income,https://finance.yahoo.com/m/6bd05ac3-0773-31ae-9806-0f824634602f/5-sleep-at-night-microchip.html
64,Dec-25-22 11:17AM, Insider Monkey,12 Most Advanced Countries in Electronics,https://finance.yahoo.com/news/12-most-advanced-countries-electronics-161748294.html
65,Dec-25-22 08:10AM, Motley Fool,Better Buy: Apple vs. Nvidia,https://finance.yahoo.com/m/949724d3-0a4a-36db-bd24-574c59816ce9/better-buy%3A-apple-vs.-nvidia.html
66,Dec-23-22 03:56PM, MarketWatch,"The bright side of the chip glut: Nvidia, AMD and Intel gaming cards are cheap and very available for Christmas",https://finance.yahoo.com/m/15330ed5-817e-346e-915a-f2a9d8c8ad76/the-bright-side-of-the-chip.html
67,Dec-23-22 02:46PM, Investor's Business Daily,"Apple Hubs In India, Vietnam Next Year; China Exodus By 2025. Are Beaten Down Tech Stocks A Buy Now?",https://finance.yahoo.com/m/0033e4cf-7345-3076-aa5e-b25cecf56df8/apple-hubs-in-india%2C-vietnam.html
68,Dec-23-22 02:25PM, TheStreet.com,3 High Dividend Stocks With High Expected Returns for 2023,https://finance.yahoo.com/m/14392418-00a1-3ee7-960a-fa06c5eb6801/3-high-dividend-stocks-with.html
69,Dec-23-22 10:41AM, Yahoo Finance,These 23 companies got $50 billion in tax breaks due to a Trump tax law,https://finance.yahoo.com/news/companies-billion-tax-breaks-trump-law-154129876.html
70,Dec-23-22 09:45AM, American City Business Journals,Intel shows support for proposed $5 million Dayton university project,https://finance.yahoo.com/m/7b3b51f5-861c-3fa1-b5d2-612796a7df36/intel-shows-support-for.html
71,Dec-23-22 09:00AM, Simply Wall St.,Be Wary Of Intel (NASDAQ:INTC) And Its Returns On Capital,https://finance.yahoo.com/news/wary-intel-nasdaq-intc-returns-140014192.html
72,Dec-23-22 09:00AM, The Wall Street Journal,"Intels New Compliance Chief Navigates Geopolitics, Supply-Chain Shift",https://finance.yahoo.com/m/3cb23ee9-641c-3d29-a355-3745ecf3af93/intel%E2%80%99s-new-compliance-chief.html
73,Dec-23-22 07:20AM, Insider Monkey,20 Biggest Companies that Sponsor H1B Visas,https://finance.yahoo.com/news/20-biggest-companies-sponsor-h1b-122007815.html
74,Dec-23-22 05:35AM, Motley Fool,Is Micron Stock a Buy Now?,https://finance.yahoo.com/m/16121e0d-e18f-34af-894f-501a110364a3/is-micron-stock-a-buy-now%3F.html
75,Dec-23-22 05:15AM, Motley Fool,I'm Passing on Intel Because IBM and Texas Instruments Are Better,https://finance.yahoo.com/m/649ec989-cbdf-3314-944d-9b3682104bbf/i%27m-passing-on-intel-because.html
76,Dec-23-22 12:00AM, Financial Times,TSMC in talks with suppliers over first European plant,https://finance.yahoo.com/m/2da7d1b2-4351-3fdf-ad90-02d2ccfe339f/tsmc-in-talks-with-suppliers.html
77,Dec-23-22 12:00AM, Financial Times,Chipmaker TSMC in talks with suppliers over first European plant,https://finance.yahoo.com/m/2da7d1b2-4351-3fdf-ad90-02d2ccfe339f/chipmaker-tsmc-in-talks-with.html
78,Dec-22-22 04:00PM, Motley Fool,"Why Did Nvidia, AMD, and Intel All Crash on Thursday?",https://finance.yahoo.com/m/c6777564-d0ab-38d5-a72c-d4a71ef27f15/why-did-nvidia%2C-amd%2C-and.html
79,Dec-22-22 12:45PM, Motley Fool,"Why Micron Melted Down and Intel, AMD, and Nvidia Followed",https://finance.yahoo.com/m/c6de7ee2-0e4b-35fb-9fb1-64bdd26761c9/why-micron-melted-down-and.html
80,Dec-22-22 10:07AM, Motley Fool,3 Ridiculously Cheap Dividend Stocks That Yield More Than 3%,https://finance.yahoo.com/m/cf0f3f56-548c-3006-9253-e7bf09a0065f/3-ridiculously-cheap-dividend.html
81,Dec-22-22 09:32AM, Motley Fool,Is This the End for Intel Stock? Or a New Beginning?,https://finance.yahoo.com/m/d9b126ef-a3ed-37cf-bef5-46113eda7bbb/is-this-the-end-for-intel.html
82,Dec-22-22 09:27AM, Benzinga,"Tesla Boosts Discounts, SEC Tightens Check On Auditors' Report On Crypto, Netflix Plans New Jersey Production Hub: Today's Top Stories",https://finance.yahoo.com/news/tesla-boosts-discounts-sec-tightens-142717668.html
83,Dec-22-22 09:00AM, Business Wire,Media Alert: Intel Hosts 4th Gen Xeon Scalable and Max Series Launch,https://finance.yahoo.com/news/media-alert-intel-hosts-4th-140000910.html
84,Dec-22-22 08:10AM, Benzinga,"Intel Restructures Graphics Chip Division To Win Market Share From Nvidia, AMD",https://finance.yahoo.com/news/intel-restructures-graphics-chip-division-131055456.html
85,Dec-22-22 05:56AM, Quartz,Intel has spared a part of its chips business from the chopping block (for now),https://finance.yahoo.com/news/intel-spared-part-chips-business-105600746.html
86,Dec-21-22 07:13PM, Motley Fool,Why Intel Stock Shot Higher on Wednesday,https://finance.yahoo.com/m/0efcc28c-6805-3057-bab2-4b3630b17bbb/why-intel-stock-shot-higher.html
87,Dec-21-22 04:18PM, Yahoo Finance,Tech stocks: The 'best' and worst performers of 2022,https://finance.yahoo.com/news/tech-stocks-the-best-and-worst-performers-of-2022-211831640.html
88,Dec-21-22 03:02PM, Reuters,Intel splits graphic chips unit into two,https://finance.yahoo.com/news/intel-splits-graphic-chips-unit-200222969.html
89,Dec-21-22 01:50PM, Barrons.com,IPO Proceeds Tanked in 2022.  They Havent Been This Low Since 1990.,https://finance.yahoo.com/m/5670b8fc-810b-3944-81ca-d97816647e4b/ipo-proceeds-tanked-in-2022.-.html
90,Dec-21-22 01:15PM, Insider Monkey,12 Best Tech Stocks For Long Term Investment,https://finance.yahoo.com/news/12-best-tech-stocks-long-181509893.html
91,Dec-21-22 11:49AM, Bloomberg,"Intel Breaks Up Graphics-Chip Unit, Names Koduri Chief Architect",https://finance.yahoo.com/news/intel-breaks-graphics-chip-unit-164933166.html
92,Dec-21-22 11:28AM, GuruFocus.com,3 Dividend Stocks to Maximize Total Return Potential,https://finance.yahoo.com/news/3-dividend-stocks-maximize-total-162827699.html
93,Dec-21-22 10:29AM, Motley Fool,Will Nvidia Stock Fly or Fall in 2023?,https://finance.yahoo.com/m/f928927d-38f1-3bc4-a102-7993ecbd4e17/will-nvidia-stock-fly-or-fall.html
94,Dec-21-22 09:00AM, Zacks,Intel Corporation (INTC) Is a Trending Stock: Facts to Know Before Betting on It,https://finance.yahoo.com/news/intel-corporation-intc-trending-stock-140002821.html
95,Dec-20-22 06:14PM, American City Business Journals,"Intel, Dutch Bros and jobs: The PBJ's top-read stories in 2022",https://finance.yahoo.com/m/387327c7-c2f0-3288-aaa2-8bcb4ac81c1d/intel%2C-dutch-bros-and-jobs%3A.html
96,Dec-20-22 09:15AM, Motley Fool,Could Intel's Pain Become This Dividend Stock's Gain?,https://finance.yahoo.com/m/c88bb483-62b9-3ce6-b138-663342072723/could-intel%27s-pain-become.html
97,Dec-20-22 07:30AM, Motley Fool,Could Amazon's New Chip Be the End of AMD and Other Chip Stocks?,https://finance.yahoo.com/m/889ff49f-ee4c-39da-9969-c03ee798588b/could-amazon%27s-new-chip-be.html
98,Dec-20-22 07:20AM, Motley Fool,Intel Has a $39 Billion Graphics Opportunity,https://finance.yahoo.com/m/a67bebb0-90b6-39f2-9538-7df00fb53193/intel-has-a-%2439-billion.html
99,Dec-20-22 05:20AM, Motley Fool,"Got $1,000? 5 Buffett Stocks to Buy and Hold Forever",https://finance.yahoo.com/m/3f6087b9-578a-3e8d-bd28-f99d949939e5/got-%241%2C000%3F-5-buffett-stocks.html
