,Time,News Reporter,News Headline,URL
19,Jan-04-23 01:17PM, MarketWatch,"Elon Musk may be facing more legal pain than he expects as companies sue for unpaid Twitter bills: Creditors have legal remedies, too",https://finance.yahoo.com/m/c1ec7734-4356-3e85-ae2c-8c6270341d1b/elon-musk-may-be-facing-more.html
20,Jan-04-23 01:00PM, Zacks,Best ETFs of December,https://finance.yahoo.com/news/best-etfs-december-180006116.html
21,Jan-04-23 12:51PM, Fox Business,Elon Musk taps first right hand as possible successor: Tom Zhu,https://finance.yahoo.com/news/elon-musk-taps-first-hand-175142993.html
22,Jan-04-23 12:35PM, MarketWatch,GM sales rise to 2.3 million vehicles in 2022 as EV sales soar,https://finance.yahoo.com/m/4d1178f6-db55-3f12-88ed-0d672c3e7530/gm-sales-rise-to-2.3-million.html
23,Jan-04-23 12:32PM, Fortune,Loyal Elon Musk fan Cathie Wood swims against prevailing currents to scoop up more Tesla shares for ARK invest,https://finance.yahoo.com/news/loyal-elon-musk-fan-cathie-173205090.html
24,Jan-04-23 11:56AM, Barrons.com,"Tesla, Uber and 3 Other Tech Stocks to Buy, According to an Analyst",https://finance.yahoo.com/m/c1b8079c-272a-36da-b8a1-701739352812/tesla%2C-uber-and-3-other-tech.html
25,Jan-04-23 11:48AM, Yahoo Finance Video,"Tesla stock: Vertical integration the holy grail for success in EVs, analyst says",https://finance.yahoo.com/video/tesla-stock-vertical-integration-holy-164847797.html
26,Jan-04-23 11:24AM, Yahoo Finance Video,Tesla stock rises following worst 1-day drop in 2 years as demand concerns grow,https://finance.yahoo.com/video/tesla-stock-rises-following-worst-162444205.html
27,Jan-04-23 11:20AM, Yahoo Finance,"Tesla stock is 'oversold, but it's still too early to buy': Fundstrat",https://finance.yahoo.com/news/tesla-stock-is-oversold-but-its-still-too-early-to-buy-fundstrat-162025582.html
28,Jan-04-23 10:52AM, MarketWatch,"Toyota U.S. sales fell nearly 10% in 2022, as electrified vehicle sales dropped nearly 14%",https://finance.yahoo.com/m/23203b5c-cdfa-3a72-a7f6-ab12355b8f82/toyota-u.s.-sales-fell-nearly.html
29,Jan-04-23 10:34AM, Investor's Business Daily,U.S. Auto Sales: GM Should Reclaim Full-Year Sales Crown On Strong Q4,https://finance.yahoo.com/m/d19bd160-660a-3e0d-8ee4-0df1d2ed3107/u.s.-auto-sales%3A-gm-should.html
30,Jan-04-23 10:12AM, Barrons.com,Tesla Investors Have a Lot of Questions. Here Are Some Answers.,https://finance.yahoo.com/m/c89b21a8-20b7-3a0f-bc90-145970e9b7b3/tesla-investors-have-a-lot-of.html
31,Jan-04-23 10:06AM, Motley Fool,Why Lucid Stock Lost 33% in December,https://finance.yahoo.com/m/1af018fa-f563-3e6e-9354-7d3f157fb3e0/why-lucid-stock-lost-33%25-in.html
32,Jan-04-23 09:57AM, Investor's Business Daily,Dow Jones Rises Ahead Of Fed Minutes; Microsoft Sells Off On Downgrade; Tesla Bounces,https://finance.yahoo.com/m/1b9fe68e-73c2-3508-9c52-3f5327073488/dow-jones-rises-ahead-of-fed.html
33,Jan-04-23 09:45AM, Bloomberg,Cathie Wood Bought Tesla During Biggest Rout in Two Years,https://finance.yahoo.com/news/cathie-wood-buys-tesla-stock-040016637.html
34,Jan-04-23 09:35AM, Bloomberg,Apples Stock Is Losing Its Shine After an Ugly Month of December,https://finance.yahoo.com/news/apple-stock-losing-shine-ugly-112526530.html
35,Jan-04-23 09:25AM, Yahoo Finance Video,Tesla stock suffers worst decline since September 2020,https://finance.yahoo.com/video/tesla-stock-suffers-worst-decline-142518674.html
36,Jan-04-23 09:21AM, Investor's Business Daily,Dow Jones Futures Rise Ahead Of Fed Minutes; Microsoft Slides On Downgrade,https://finance.yahoo.com/m/1b9fe68e-73c2-3508-9c52-3f5327073488/dow-jones-futures-rise-ahead.html
37,Jan-04-23 09:00AM, Zacks,"Here is What to Know Beyond Why Tesla, Inc. (TSLA) is a Trending Stock",https://finance.yahoo.com/news/know-beyond-why-tesla-inc-140002531.html
38,Jan-04-23 08:41AM, Motley Fool,3 Growth Stocks That Haven't Been This Cheap in Years,https://finance.yahoo.com/m/6ddbd800-860d-3241-898a-a2dc00243b59/3-growth-stocks-that-haven%27t.html
39,Jan-04-23 08:41AM, Barrons.com,ARKs Cathie Wood Says Tesla Stock Still Has Miles to Run,https://finance.yahoo.com/m/b946ae2c-95cf-367f-a0e9-58e3389df015/ark%E2%80%99s-cathie-wood-says-tesla.html
40,Jan-04-23 08:39AM, Barrons.com,Tesla Made Short Sellers a Lot of Money in 2022,https://finance.yahoo.com/m/7c9d5455-7786-33fe-9841-8242887e84d3/tesla-made-short-sellers-a.html
41,Jan-04-23 08:20AM, Motley Fool,Could the Dow Jones Keep Outperforming the Nasdaq Composite in 2023?,https://finance.yahoo.com/m/eed60b9c-b900-3a51-8a7b-c382f70d8147/could-the-dow-jones-keep.html
42,Jan-04-23 08:09AM, Investor's Business Daily,Dow Jones Futures Rise With Key Data Due After Market Hit Resistance To Start 2023,https://finance.yahoo.com/m/a2700e4f-b62f-34a3-98cd-3b6fd03de5aa/dow-jones-futures-rise-with.html
43,Jan-04-23 07:29AM, The Wall Street Journal,Cathie Wood's ARK Continues Adding to Tesla Position Amid Plunge,https://finance.yahoo.com/m/b06a99d2-9abb-3ea1-90c6-80e4e96d7805/cathie-wood%27s-ark-continues.html
44,Jan-04-23 07:17AM, Fortune,"Not only has LVMHs Bernard Arnault displaced Elon Musk as the worlds richest man, his company is now worth more than Tesla",https://finance.yahoo.com/news/not-only-lvmh-bernard-arnault-121752864.html
45,Jan-04-23 07:06AM, Yahoo Finance,"Tesla stock is 'way oversold on fears of the unknown,' Wedbush's Ives says",https://finance.yahoo.com/news/tesla-stock-is-way-oversold-wedbushs-ives-says-120658695.html
46,Jan-04-23 06:38AM, Investor's Business Daily,"Dow Jones Futures Rise After Market Hit Resistance To Start 2023 As Apple, Tesla Dived",https://finance.yahoo.com/m/a2700e4f-b62f-34a3-98cd-3b6fd03de5aa/dow-jones-futures-rise-after.html
47,Jan-04-23 06:27AM, Financial Times,FirstFT: Teslas terrible start to the year,https://finance.yahoo.com/m/0342f164-6f23-3dff-8d67-bff88a754601/firstft%3A-tesla%E2%80%99s-terrible.html
48,Jan-04-23 06:04AM, Barrons.com,Rivian Misses 2022 Production Numbers. The Stock Rises Anyway.,https://finance.yahoo.com/m/13ef27d0-2019-325b-86bc-56a7d0241e7b/rivian-misses-2022-production.html
49,Jan-04-23 06:00AM, Motley Fool,Cathie Wood Is Buying These Top Growth Stocks -- and Both Could Make You Rich Over Time,https://finance.yahoo.com/m/c799586f-7d71-3fe4-889b-db234545fd39/cathie-wood-is-buying-these.html
50,Jan-04-23 05:59AM, The Wall Street Journal,Tesla Stock Attempts Rebound After Tuesday Selloff,https://finance.yahoo.com/m/f863922c-a8a1-3d03-a8b2-e4997ef09d0b/tesla-stock-attempts-rebound.html
51,Jan-04-23 05:22AM, Motley Fool,2 Stocks Down Over 60% to Buy Right Now,https://finance.yahoo.com/m/62f926bc-730a-3057-84a1-50fcc0fc7c1c/2-stocks-down-over-60%25-to-buy.html
52,Jan-04-23 05:14AM, Bloomberg,Teslas Share Turnover Beats Big Tech Peers in New Year Selloff,https://finance.yahoo.com/news/tesla-share-turnover-beats-big-101443715.html
53,Jan-04-23 03:30AM, Barrons.com,Tesla Stock Made Short Sellers a Lot of Money in 2022. It Hasnt Stopped Dropping Yet.,https://finance.yahoo.com/m/7c9d5455-7786-33fe-9841-8242887e84d3/tesla-stock-made-short.html
54,Jan-04-23 12:26AM, Financial Times,"FirstFT: Using NHS could be very difficult this winter, says Downing Street",https://finance.yahoo.com/m/0342f164-6f23-3dff-8d67-bff88a754601/firstft%3A-using-nhs-could-be.html
55,Jan-04-23 12:14AM, Financial Times,Apple and Tesla start 2023 on the wrong foot,https://finance.yahoo.com/m/f4c992d2-19ad-319b-8192-674c031ef3ea/apple-and-tesla-start-2023-on.html
56,Jan-03-23 10:06PM, Investor's Business Daily -12.24%,"Stock Market Hits Resistance To Start 2023 As Apple Tumbles, Tesla Dives",https://finance.yahoo.com/m/a2700e4f-b62f-34a3-98cd-3b6fd03de5aa/stock-market-hits-resistance.html
57,Jan-03-23 09:30PM, Robb Report,Elon Musk Breaks Another Record: First Person to Lose $200 Billion,https://finance.yahoo.com/m/9263cebf-bcb6-3808-9719-002e790cbdf1/elon-musk-breaks-another.html
58,Jan-03-23 07:20PM, Fox Business,"Sleepy driver puts Tesla on autopilot, leading police on high-speed chase in Germany",https://finance.yahoo.com/news/sleepy-driver-puts-tesla-autopilot-002055737.html
59,Jan-03-23 06:18PM, The Wall Street Journal,Teslas Sales Miss Puts Spotlight on Margins,https://finance.yahoo.com/m/ee5d067d-a2ae-3f3b-8030-24bbec77ecdd/tesla%E2%80%99s-sales-miss-puts.html
60,Jan-03-23 05:38PM, Zacks,Valuation Squeezes Continue into 2023,https://finance.yahoo.com/news/valuation-squeezes-continue-2023-223810979.html
61,Jan-03-23 05:34PM, Reuters,UPDATE 1-Rivian stock less bruised than Tesla as both miss EV targets,https://finance.yahoo.com/news/1-rivian-stock-less-bruised-223440906.html
62,Jan-03-23 05:09PM, The Wall Street Journal,"Tesla Stock Falls More Than 12%, Posting Worst Drop in Over Two Years",https://finance.yahoo.com/m/d573344d-ce61-3ca6-ba9f-0b7c0f1c94d8/tesla-stock-falls-more-than.html
63,Jan-03-23 05:09PM, The Wall Street Journal,"Tesla Stock Falls 12%, Posting Worst Drop in Over Two Years",https://finance.yahoo.com/m/d573344d-ce61-3ca6-ba9f-0b7c0f1c94d8/tesla-stock-falls-12%25%2C.html
64,Jan-03-23 05:03PM, Reuters,Marketmind: Every picture Tesla story,https://finance.yahoo.com/news/marketmind-every-picture-tesla-story-220312540.html
65,Jan-03-23 04:58PM, Financial Times,FirstFT: Musk subpoenas head of Saudi wealth fund,https://finance.yahoo.com/m/0342f164-6f23-3dff-8d67-bff88a754601/firstft%3A-musk-subpoenas-head.html
66,Jan-03-23 04:57PM, Reuters,"US STOCKS-Wall St starts the year with a dip; Apple, Tesla shares drag",https://finance.yahoo.com/news/us-stocks-wall-st-starts-215718151.html
67,Jan-03-23 04:45PM, Reuters,MORNING BID-Every picture Tesla story,https://finance.yahoo.com/news/morning-bid-every-picture-tesla-214500607.html
68,Jan-03-23 04:44PM, MarketWatch,"Tesla stock wipes out three day bounce, falls to lowest price in more than 2 years",https://finance.yahoo.com/m/4c98a9b6-c8c2-35bf-9fa4-9c9ed7958c48/tesla-stock-wipes-out-three.html
69,Jan-03-23 04:34PM, Investor's Business Daily,How Low Can Tesla Stock Go? Analyst Talks 30 A Share,https://finance.yahoo.com/m/c8c6b78b-d267-35e5-b231-529fb2ec91c4/how-low-can-tesla-stock-go%3F.html
70,Jan-03-23 04:27PM, TheStreet.com,"Apple, Tesla Aren't Making Anyone Happy Right Now",https://finance.yahoo.com/m/385e2102-361a-39bd-8aad-1a82c1dcfc00/apple%2C-tesla-aren%27t-making.html
71,Jan-03-23 04:22PM, Barrons.com,Tesla Didnt Deliver Enough Cars in the Last 3 Months of 2022,https://finance.yahoo.com/m/72355e6a-a782-3bdd-8963-1f4bcc4b9be1/tesla-didn%E2%80%99t-deliver-enough.html
72,Jan-03-23 04:19PM, Barrons.com,Tesla Misses Delivery Estimates. Now Wall Street Is Worried About This.,https://finance.yahoo.com/m/db003d7e-f456-309d-b86a-dd08e97be00a/tesla-misses-delivery.html
73,Jan-03-23 04:17PM, Barrons.com,"These Stocks Are Moving the Most Today: Tesla, Apple, PayPal, and More",https://finance.yahoo.com/m/78fa6956-4c37-3f90-8f66-951810979da8/these-stocks-are-moving-the.html
74,Jan-03-23 04:00PM, Reuters,"US STOCKS-Wall St starts the year with a dip; Apple, Tesla shares drag",https://finance.yahoo.com/news/us-stocks-wall-st-starts-210026131.html
75,Jan-03-23 03:49PM, Investor's Business Daily,"These Will Be The Best 9 Stocks In 2023, Analysts Say",https://finance.yahoo.com/m/39240276-9770-357e-b87d-a0913fc83fb4/these-will-be-the-best-9.html
76,Jan-03-23 03:08PM, Yahoo Finance Video,"Apple, Tesla stocks start off new year at 52-week lows",https://finance.yahoo.com/video/apple-tesla-stocks-start-off-200825960.html
77,Jan-03-23 03:07PM, Investopedia,Tesla Skids 15% After Deliveries Shortfall,https://finance.yahoo.com/m/91f830bb-8f1a-3c8a-92e9-faba96281f0b/tesla-skids-15%25-after.html
78,Jan-03-23 02:51PM, Reuters,"US STOCKS-Wall St falls in 2023 trading kick-off; Apple, Tesla shares drag",https://finance.yahoo.com/news/us-stocks-wall-st-falls-195132558.html
79,Jan-03-23 02:25PM, Investopedia,"SpaceX Raising $750 Million, Valuing it at $137 Billion",https://finance.yahoo.com/m/29265ec9-eb9c-3781-963d-b678f8a29198/spacex-raising-%24750-million%2C.html
80,Jan-03-23 02:02PM, Financial Times,Tesla shares slide on delivery fears as Apples value dips below $2tn,https://finance.yahoo.com/m/6f29df90-546f-369f-b33b-047c1e0573da/tesla-shares-slide-on.html
81,Jan-03-23 01:38PM, Zacks,Volatile Start to 2023: Here's What to Expect,https://finance.yahoo.com/news/volatile-start-2023-heres-expect-183806688.html
82,Jan-03-23 01:37PM, TheStreet.com,Chart of the Day: A Winning Holding Glides Gently Down to Support,https://finance.yahoo.com/m/743a52fc-ee3a-3eca-963b-d4e13ab11f81/chart-of-the-day%3A-a-winning.html
83,Jan-03-23 01:29PM, American City Business Journals,Piedmont Lithium reaches amended deal to supply Tesla with electric vehicle battery materials,https://finance.yahoo.com/m/d029aafb-9abc-34bd-a191-ea3c7917f6e0/piedmont-lithium-reaches.html
84,Jan-03-23 01:24PM, Financial Times,SpaceX/Musk: gravity-defying fundraising would be a space oddity,https://finance.yahoo.com/m/c0db8f0b-da56-3cfe-b20f-1a6f1714ddbc/spacex%2Fmusk%3A-gravity-defying.html
85,Jan-03-23 01:00PM, Oilprice.com,Oil And Gas Prices Slide At The Start Of The Year,https://finance.yahoo.com/news/oil-gas-prices-slide-start-180000964.html
86,Jan-03-23 12:50PM, Reuters,"US STOCKS-Wall St falters at start of 2023 as Apple, Tesla shares fall",https://finance.yahoo.com/news/us-stocks-wall-st-falters-175047670.html
87,Jan-03-23 12:30PM, TheStreet.com,Should You Pick Up or Pass Up These Electric Vehicle ETFs?,https://finance.yahoo.com/m/5ec0b578-f29b-3415-98a4-55283165be4d/should-you-pick-up-or-pass-up.html
88,Jan-03-23 12:26PM, Investor's Business Daily,"Tesla Stock Vs. BYD Stock: EV Giants Vie For Crown, But Which Is The Better Buy?",https://finance.yahoo.com/m/0d1679e9-5a19-30a3-bee5-1d78a0372faa/tesla-stock-vs.-byd-stock%3A-ev.html
89,Jan-03-23 12:23PM, Bloomberg,Tesla Tumbles Most in S&P 500 After Third Delivery Miss in a Row,https://finance.yahoo.com/news/tesla-delivers-record-405-278-200000491.html
90,Jan-03-23 12:09PM, Bloomberg,Tesla Faces Higher Lithium Prices as Supplier Amends Deal,https://finance.yahoo.com/news/tesla-faces-higher-lithium-prices-155556517.html
91,Jan-03-23 12:06PM, Motley Fool,"Why Lucid, Rivian, and Carvana Stocks Sank Today",https://finance.yahoo.com/m/d1cbb20a-2f66-3230-9501-7dc99a19efe6/why-lucid%2C-rivian%2C-and.html
92,Jan-03-23 11:55AM, Zacks,Tesla Delivers Record Q4 But Misses View: ETFs in Focus,https://finance.yahoo.com/news/tesla-delivers-record-q4-misses-165504131.html
93,Jan-03-23 11:52AM, Bloomberg,Teslas Rout Deepens as Analysts Trim Targets on Demand Concerns,https://finance.yahoo.com/news/tesla-shares-set-losses-even-114835696.html
94,Jan-03-23 11:34AM, TheStreet.com,Tesla Stock Tanks As JPMorgan Sees Margin Pressures Following Q4 Deliveries,https://finance.yahoo.com/m/d00acf4c-b7fc-3455-a768-1162c0eefa50/tesla-stock-tanks-as-jpmorgan.html
95,Jan-03-23 11:08AM, Yahoo Finance Video,"SpaceX valued at $137 billion, GE health care spin-off set to start trading, South Korea fines Tesla",https://finance.yahoo.com/video/spacex-valued-137-billion-ge-160833451.html
96,Jan-03-23 11:06AM, Yahoo Finance,"Tesla stock tanks on delivery whiff, JPMorgan note",https://finance.yahoo.com/news/tesla-stock-tanks-on-delivery-whiff-jp-morgan-note-160657347.html
97,Jan-03-23 10:59AM, Financial Times,Tesla shares slide after deliveries fall short of Wall St expectations,https://finance.yahoo.com/m/6f29df90-546f-369f-b33b-047c1e0573da/tesla-shares-slide-after.html
98,Jan-03-23 10:59AM, Barrons.com,"Buying Bitcoin Now Is a Perfect Play, Wall Street Powerhouse Says",https://finance.yahoo.com/m/0b71ba13-9609-3d09-93ef-4168457915fb/buying-bitcoin-now-is-a.html
99,Jan-03-23 10:56AM, Reuters,"US STOCKS-Wall Street drops as Apple, energy stocks weigh",https://finance.yahoo.com/news/us-stocks-wall-street-drops-155637862.html
