,Time,News Reporter,News Headline,URL
21,Jan-03-23 11:45AM, Barrons.com,Nvidia in Pact With Foxconn to Build Autonomous Cars,https://finance.yahoo.com/m/ecc0ff5c-77f2-303f-9269-b38babb942fb/nvidia-in-pact-with-foxconn.html
22,Jan-03-23 11:42AM, GlobeNewswire,NVIDIA GeForce NOW Streams Vast Library of AAA Games to Cars,https://finance.yahoo.com/news/nvidia-geforce-now-streams-vast-164200029.html
23,Jan-03-23 11:41AM, GlobeNewswire,Foxconn Partners With NVIDIA to Build Automated Electric Vehicles,https://finance.yahoo.com/news/foxconn-partners-nvidia-build-automated-164100309.html
24,Jan-03-23 11:15AM, GlobeNewswire,"NVIDIA Ada Lovelace Breaks Energy-Efficiency Barrier, Supercharges 170+ Laptop Designs for Gamers and Creators",https://finance.yahoo.com/news/nvidia-ada-lovelace-breaks-energy-161500002.html
25,Jan-03-23 11:12AM, GlobeNewswire,NVIDIA Brings RTX 4080 to GeForce NOW,https://finance.yahoo.com/news/nvidia-brings-rtx-4080-geforce-161200849.html
26,Jan-03-23 10:26AM, Barrons.com,These Four Chip Stocks Are  Best Ideas for 2023,https://finance.yahoo.com/m/64de97e2-b9b7-33a2-b4d1-7a94556c28c5/these-four-chip-stocks-are-.html
27,Jan-03-23 09:58AM, Investopedia,Value Tops Growth in 2022,https://finance.yahoo.com/m/cf4009f0-cafe-3a8a-a3dd-a302c8d8f16d/value-tops-growth-in-2022.html
28,Jan-03-23 09:02AM, Yahoo Finance,Intel debuts 'world's fastest mobile processor' at CES 2023,https://finance.yahoo.com/news/intel-debuts-worlds-fastest-mobile-processor-at-ces-2023-140008461.html
29,Jan-03-23 05:20AM, Motley Fool,2 Stocks to Invest in Virtual Reality,https://finance.yahoo.com/m/2bfc9e82-8cf7-3e41-90b6-a8d52b020457/2-stocks-to-invest-in-virtual.html
30,Jan-02-23 03:48PM, Insider Monkey,15 Most Influential Companies to Invest In,https://finance.yahoo.com/news/15-most-influential-companies-invest-204827337.html
31,Jan-02-23 02:05PM, Insider Monkey,Ken Fishers Top 15 Growth Stock Picks,https://finance.yahoo.com/news/ken-fisher-top-15-growth-190500101.html
32,Jan-02-23 01:50PM, Insider Monkey,12 Best Performing Growth Stocks in 2022,https://finance.yahoo.com/news/12-best-performing-growth-stocks-185041601.html
33,Jan-02-23 07:05AM, Motley Fool,3 Reasons Nvidia Stock Could Surge in 2023,https://finance.yahoo.com/m/0f5634c0-e786-34e9-8076-d5649a3ce3d2/3-reasons-nvidia-stock-could.html
34,Jan-02-23 02:15AM, Barrons.com,Nvidia CEO Jensen Huang Curbed Stock Sales When Shares Slipped,https://finance.yahoo.com/m/4f8b6916-996f-35b8-bbd2-263f8d698eeb/nvidia-ceo-jensen-huang.html
35,Jan-01-23 01:11PM, Motley Fool,Can Nvidia Help Walmart and Target Solve Their Theft Problem?,https://finance.yahoo.com/m/9a161cad-519c-36ff-a420-b8b1b79fc073/can-nvidia-help-walmart-and.html
36,Jan-01-23 09:00AM, Motley Fool,Nvidia Has Promising AI Predictions for 2023,https://finance.yahoo.com/m/247d2210-1b74-34fc-b0e4-6f0686db73fd/nvidia-has-promising-ai.html
37,Dec-31-22 07:00AM, Motley Fool,3 Top Gaming Stocks to Buy in January,https://finance.yahoo.com/m/e37f75db-4a4d-3706-a68d-a3863bd94acb/3-top-gaming-stocks-to-buy-in.html
38,Dec-31-22 06:45AM, Motley Fool,Will 2023 Be the Year Nvidia's Software Business Really Takes Off?,https://finance.yahoo.com/m/83bff3d9-70ee-397f-873d-80df2b278450/will-2023-be-the-year.html
39,Dec-31-22 06:00AM, Simply Wall St.,"In the wake of NVIDIA Corporation's (NASDAQ:NVDA) latest US$15b market cap drop, institutional owners may be forced to take severe actions",https://finance.yahoo.com/news/wake-nvidia-corporations-nasdaq-nvda-110011306.html
40,Dec-31-22 05:10AM, Motley Fool,"Despite a Tough Year, Cathie Wood Is Still Up Big on These 3 Stocks",https://finance.yahoo.com/m/e7f6f81e-c1de-3731-bce7-7a5e3481323b/despite-a-tough-year%2C-cathie.html
41,Dec-30-22 05:45PM, Zacks,Nvidia (NVDA) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/nvidia-nvda-gains-market-dips-224510024.html
42,Dec-30-22 03:41PM, Yahoo Finance Video,Nvidia stock set to close 2022 after losing 57% in market cap since November,https://finance.yahoo.com/video/nvidia-stock-set-close-2022-204137694.html
43,Dec-30-22 01:30PM, Insider Monkey,15 Best 52-Week Low Large Cap Stocks to Buy Now,https://finance.yahoo.com/news/15-best-52-week-low-183029328.html
44,Dec-30-22 09:45AM, The Wall Street Journal,Buying the Dip in Tech Is Backfiring,https://finance.yahoo.com/m/a9737eaa-b336-3994-97ec-9945b105e11e/buying-the-dip-in-tech-is.html
45,Dec-30-22 06:45AM, Motley Fool,The Biggest Reason Nvidia Stock Is a Screaming Buy for 2023,https://finance.yahoo.com/m/9fac8ecc-5430-3f08-bbfc-98670412a6c9/the-biggest-reason-nvidia.html
46,Dec-29-22 07:56PM, Insider Monkey,15 Companies That Are Buying Back Their Stock,https://finance.yahoo.com/news/15-companies-buying-back-stock-005623362.html
47,Dec-29-22 08:00AM, Investor's Business Daily,How To Invest In Stocks In 2023 After A Traumatic 2022,https://finance.yahoo.com/m/dfec1247-8dcf-3f73-8096-57b3be775136/how-to-invest-in-stocks-in.html
48,Dec-28-22 04:36PM, Barrons.com,"These Stocks Are Moving the Most Today: Tesla, Generac, Southwest, and More",https://finance.yahoo.com/m/90acb392-d777-3270-af8a-0a0d1db33e6f/these-stocks-are-moving-the.html
49,Dec-28-22 02:10PM, TheStreet.com,Nvidia Stock: When Long-Term Investors Might Consider Buying,https://finance.yahoo.com/m/aab4d069-bf32-370a-9506-e4f208711b26/nvidia-stock%3A-when-long-term.html
50,Dec-28-22 09:00AM, Zacks,NVIDIA Corporation (NVDA) is Attracting Investor Attention: Here is What You Should Know,https://finance.yahoo.com/news/nvidia-corporation-nvda-attracting-investor-140002578.html
51,Dec-28-22 08:19AM, Investor's Business Daily,"Dow Jones Futures Rise, Tesla Bounces After Leading Growth Sell-Off; 5 Stocks Near Buy Points",https://finance.yahoo.com/m/92d1fcbc-d833-3179-bfa1-b6dacc0fa7e2/dow-jones-futures-rise%2C-tesla.html
52,Dec-28-22 07:47AM, Zacks,Intel's (INTC) New GPUs Pose Threat to AMD's Market Share,https://finance.yahoo.com/news/intels-intc-gpus-pose-threat-124712297.html
53,Dec-28-22 07:15AM, Motley Fool,"Down 48% in 2022, Is Nvidia Stock a Buy for 2023?",https://finance.yahoo.com/m/1836e989-f4a2-31c5-95a4-d19fd4a0e57e/down-48%25-in-2022%2C-is-nvidia.html
54,Dec-28-22 06:47AM, Investor's Business Daily,"Dow Jones Futures Rise After Tesla, Moderna Lead Growth Sell-Off; 5 Stocks Near Buy Points",https://finance.yahoo.com/m/92d1fcbc-d833-3179-bfa1-b6dacc0fa7e2/dow-jones-futures-rise-after.html
55,Dec-28-22 06:45AM, Motley Fool,This Is How Nvidia Makes Billions in Sales Each Quarter,https://finance.yahoo.com/m/ea474029-5652-3dc0-867f-0338a3801abe/this-is-how-nvidia-makes.html
56,Dec-28-22 05:52AM, Motley Fool,5 Unstoppable Metaverse Stocks to Buy in 2023,https://finance.yahoo.com/m/749d850e-99c7-310d-9f59-7aae254620fd/5-unstoppable-metaverse.html
57,Dec-27-22 10:44PM, Insider Monkey -7.14%,NVIDIA Corporation (NASDAQ:NVDA) Q3 2023 Earnings Call Transcript,https://finance.yahoo.com/news/nvidia-corporation-nasdaq-nvda-q3-034424388.html
58,Dec-27-22 10:08PM, Investor's Business Daily,"Dow Jones Rises, But Tesla, Moderna Lead Growth Sell-Off; 5 Stocks Near Buy Points",https://finance.yahoo.com/m/92d1fcbc-d833-3179-bfa1-b6dacc0fa7e2/dow-jones-rises%2C-but-tesla%2C.html
59,Dec-27-22 05:01PM, Yahoo Finance Video,Chip glut has prices coming down while chipmakers are hurting: Analyst,https://finance.yahoo.com/video/chip-glut-prices-coming-down-220154504.html
60,Dec-27-22 09:26AM, Motley Fool,What the Latest Updates Mean for AMD and Nvidia Stock Investors,https://finance.yahoo.com/m/ce3df274-77d6-316f-b38b-31bc50f989de/what-the-latest-updates-mean.html
61,Dec-27-22 08:20AM, Investor's Business Daily,Dow Jones Futures Rise: Santa Claus Market Rally? Tesla Shanghai Production Halted,https://finance.yahoo.com/m/6a03e0ad-f7aa-320d-8296-dec25fdd51a7/dow-jones-futures-rise%3A-santa.html
62,Dec-27-22 07:01AM, MarketWatch,"Tesla market cap set to fall below Walmart and JPMorgan Chase, to sit just above Nvidia",https://finance.yahoo.com/m/63a6600b-ed50-3b50-b760-357102b3e8d5/tesla-market-cap-set-to-fall.html
63,Dec-27-22 06:00AM, Simply Wall St.,NVIDIA Corporation's (NASDAQ:NVDA) Price In Tune With Earnings,https://finance.yahoo.com/news/nvidia-corporations-nasdaq-nvda-price-110012442.html
64,Dec-27-22 05:36AM, Motley Fool,2 Top Warren Buffett Stocks Down 54% and 55% to Buy Before the Next Bull Market,https://finance.yahoo.com/m/366f766b-54d3-3ea8-ad5c-f0a75c113a01/2-top-warren-buffett-stocks.html
65,Dec-27-22 05:35AM, Motley Fool,AMD Is Losing Ground to Intel in This Key Chip Market,https://finance.yahoo.com/m/c83743e3-d538-3168-9cc5-739d0d39d305/amd-is-losing-ground-to-intel.html
66,Dec-27-22 05:06AM, Motley Fool,5 Ultra-Popular Stocks I'd Sell Right Now,https://finance.yahoo.com/m/2a543caa-30b4-3306-aa09-6450da019778/5-ultra-popular-stocks-i%27d.html
67,Dec-26-22 07:26PM, Investor's Business Daily,Dow Jones Futures Rise: Market Rally Not Finished Yet; Tesla Shanghai Production Halted,https://finance.yahoo.com/m/6a03e0ad-f7aa-320d-8296-dec25fdd51a7/dow-jones-futures-rise%3A.html
68,Dec-26-22 02:42PM, Investor's Business Daily,Dow Jones Futures Loom: Market Rally Not Finished Yet; Tesla Shanghai Production Halted,https://finance.yahoo.com/m/6a03e0ad-f7aa-320d-8296-dec25fdd51a7/dow-jones-futures-loom%3A.html
69,Dec-26-22 12:48PM, Investor's Business Daily,Dow Jones Futures: Market Rally Not Finished Yet; Tesla Shanghai Production Halted,https://finance.yahoo.com/m/6a03e0ad-f7aa-320d-8296-dec25fdd51a7/dow-jones-futures%3A-market.html
70,Dec-26-22 08:23AM, Motley Fool,3 Things About Nvidia That Smart Investors Know,https://finance.yahoo.com/m/50cbbcf7-6a09-35e2-b0f0-3cb76413fe0a/3-things-about-nvidia-that.html
71,Dec-26-22 06:00AM, Motley Fool,How Much Longer Will the Semiconductor Industry Downturn Last?,https://finance.yahoo.com/m/cd04a84f-f9ef-31f7-ac3f-5d6726c6727a/how-much-longer-will-the.html
72,Dec-26-22 05:31AM, Motley Fool,These 2 Stocks Were Among the Biggest Losers of 2022 -- Could They Be Among the Biggest Winners in 2023?,https://finance.yahoo.com/m/33f8f9ec-96c8-3407-8c6c-a304bcaeeca4/these-2-stocks-were-among-the.html
73,Dec-25-22 11:17AM, Insider Monkey,12 Most Advanced Countries in Electronics,https://finance.yahoo.com/news/12-most-advanced-countries-electronics-161748294.html
74,Dec-25-22 08:10AM, Motley Fool,Better Buy: Apple vs. Nvidia,https://finance.yahoo.com/m/949724d3-0a4a-36db-bd24-574c59816ce9/better-buy%3A-apple-vs.-nvidia.html
75,Dec-24-22 12:28PM, MarketWatch,This company has wiped out more investor wealth in 2022 than Tesla,https://finance.yahoo.com/m/2748db21-e293-3769-8d57-c2983cf614e4/this-company-has-wiped-out.html
76,Dec-24-22 10:10AM, Insider Monkey,12 Most Advanced Countries in Robotics,https://finance.yahoo.com/news/12-most-advanced-countries-robotics-151045436.html
77,Dec-24-22 08:15AM, Investor's Business Daily,"Market Rally Not Finished Yet, Five Growth Stocks To Watch; Tesla Shanghai Production Halted",https://finance.yahoo.com/m/6a03e0ad-f7aa-320d-8296-dec25fdd51a7/market-rally-not-finished.html
78,Dec-23-22 05:45PM, Zacks,Nvidia (NVDA) Stock Sinks As Market Gains: What You Should Know,https://finance.yahoo.com/news/nvidia-nvda-stock-sinks-market-224510068.html
79,Dec-23-22 04:07PM, Investor's Business Daily,Semiconductor Stocks Brace For Bumpy 2023; Here's Who Can Weather The Storm,https://finance.yahoo.com/m/c48b2f41-5be2-33e6-ac86-cbea8859c778/semiconductor-stocks-brace.html
80,Dec-23-22 03:56PM, MarketWatch,"The bright side of the chip glut: Nvidia, AMD and Intel gaming cards are cheap and very available for Christmas",https://finance.yahoo.com/m/15330ed5-817e-346e-915a-f2a9d8c8ad76/the-bright-side-of-the-chip.html
81,Dec-23-22 02:46PM, Investor's Business Daily,"Apple Hubs In India, Vietnam Next Year; China Exodus By 2025. Are Beaten Down Tech Stocks A Buy Now?",https://finance.yahoo.com/m/0033e4cf-7345-3076-aa5e-b25cecf56df8/apple-hubs-in-india%2C-vietnam.html
82,Dec-23-22 09:53AM, Motley Fool,3 Nasdaq Stocks That Are Up 25% in 3 Months,https://finance.yahoo.com/m/d8bbdc79-b4a7-3190-9fe7-3fa9c6c6c125/3-nasdaq-stocks-that-are-up.html
83,Dec-23-22 08:23AM, Insider Monkey,12 Most Advanced Countries in Science,https://finance.yahoo.com/news/12-most-advanced-countries-science-132342577.html
84,Dec-23-22 07:20AM, Insider Monkey,20 Biggest Companies that Sponsor H1B Visas,https://finance.yahoo.com/news/20-biggest-companies-sponsor-h1b-122007815.html
85,Dec-23-22 06:30AM, Motley Fool,Did Micron Earnings Tank AMD and Nvidia Stock?,https://finance.yahoo.com/m/cdda45ff-16c8-3e78-bd7a-9a18cc7a96dd/did-micron-earnings-tank-amd.html
86,Dec-23-22 06:00AM, Simply Wall St.,NVIDIA Corporation's (NASDAQ:NVDA) P/E Is On The Mark,https://finance.yahoo.com/news/nvidia-corporations-nasdaq-nvda-p-110050188.html
87,Dec-23-22 05:59AM, Motley Fool,Nasdaq Bear Market: 1 Stunning Growth Stock to Buy Like There's No Tomorrow,https://finance.yahoo.com/m/0ac2d52b-85b8-33af-b679-25f161bc824f/nasdaq-bear-market%3A-1.html
88,Dec-23-22 05:21AM, Motley Fool,5 Stocks Billionaire Money Managers Want to Own in 2023,https://finance.yahoo.com/m/83cab3eb-71a2-3f44-841f-1ba0d8111c1e/5-stocks-billionaire-money.html
89,Dec-22-22 04:00PM, Motley Fool -7.04%,"Why Did Nvidia, AMD, and Intel All Crash on Thursday?",https://finance.yahoo.com/m/c6777564-d0ab-38d5-a72c-d4a71ef27f15/why-did-nvidia%2C-amd%2C-and.html
90,Dec-22-22 02:01PM, TheStreet.com,The Only Way to Trade Nvidia Is Cautiously,https://finance.yahoo.com/m/e69ae5bf-4497-3588-bdb1-4987ea2dfd35/the-only-way-to-trade-nvidia.html
91,Dec-22-22 12:45PM, Motley Fool,"Why Micron Melted Down and Intel, AMD, and Nvidia Followed",https://finance.yahoo.com/m/c6de7ee2-0e4b-35fb-9fb1-64bdd26761c9/why-micron-melted-down-and.html
92,Dec-22-22 11:33AM, Barrons.com,"Nvidia, AMD, and Lam Research Slide After Micron Disappoints",https://finance.yahoo.com/m/b093c5b5-cbfe-3fc8-913f-e162155fd9ea/nvidia%2C-amd%2C-and-lam-research.html
93,Dec-22-22 09:42AM, Motley Fool,Better Stock to Buy for 2023: Nvidia Stock vs. AMD Stock,https://finance.yahoo.com/m/009dd726-a55d-3bcd-b47e-7eb64afdc323/better-stock-to-buy-for-2023%3A.html
94,Dec-22-22 08:10AM, Benzinga,"Intel Restructures Graphics Chip Division To Win Market Share From Nvidia, AMD",https://finance.yahoo.com/news/intel-restructures-graphics-chip-division-131055456.html
95,Dec-22-22 07:07AM, Barrons.com,"Nvidia, AMD, and Other Chip Stocks Slip After Micron Disappoints",https://finance.yahoo.com/m/b093c5b5-cbfe-3fc8-913f-e162155fd9ea/nvidia%2C-amd%2C-and-other-chip.html
96,Dec-22-22 06:02AM, Motley Fool,2 Magnificent Semiconductor Stocks Down 46% and 51% to Buy Before the Next Bull Market,https://finance.yahoo.com/m/4591e3e5-5954-3fd5-a754-551fd5363f77/2-magnificent-semiconductor.html
97,Dec-22-22 05:56AM, Quartz,Intel has spared a part of its chips business from the chopping block (for now),https://finance.yahoo.com/news/intel-spared-part-chips-business-105600746.html
98,Dec-21-22 09:46PM, Zacks,NVIDIA (NVDA) vs. Taiwan Semiconductor (TSM): Which is the Better Investment for 2023?,https://finance.yahoo.com/news/nvidia-nvda-vs-taiwan-semiconductor-024602564.html
99,Dec-21-22 09:24PM, TipRanks,Needham Names NVIDIA a Top Stock Pick for 2023,https://finance.yahoo.com/news/needham-names-nvidia-top-stock-022400602.html
